,data,year,row_number
10810,Questionable,2020,861
10811,Questionable,2020,862
10812,Questionable,2020,863
10813,Questionable,2020,864
10814,Questionable,2020,865
10815,Out,2020,258
10816,Out,2020,259
10817,Out,2020,260
10818,Out,2020,261
10819,Out,2020,262
10820,Out,2020,263
10821,Questionable,2020,866
10822,Questionable,2020,867
10823,Questionable,2020,868
10824,Questionable,2020,869
10825,Questionable,2020,870
10826,Questionable,2020,871
10827,Out,2020,264
10828,Questionable,2020,872
10829,Questionable,2020,873
10830,Questionable,2020,874
10831,Questionable,2020,875
10832,Questionable,2020,876
10833,Questionable,2020,877
10834,Questionable,2020,878
10835,Questionable,2020,879
10836,Out,2020,265
10837,Questionable,2020,880
10838,Questionable,2020,881
10839,Questionable,2020,882
10840,Questionable,2020,883
10841,Questionable,2020,884
10842,Questionable,2020,885
10843,Questionable,2020,886
10844,Questionable,2020,887
10845,Questionable,2020,888
10846,Questionable,2020,889
10847,Questionable,2020,890
10848,Out,2020,266
10849,Questionable,2020,891
10850,Questionable,2020,892
10851,Out,2020,267
10852,Questionable,2020,893
10853,Questionable,2020,894
10854,Questionable,2020,895
10855,Out,2020,268
10856,Out,2020,269
10857,Questionable,2020,896
10858,Questionable,2020,897
10859,Questionable,2020,898
10860,Questionable,2020,899
10861,Questionable,2020,900
10862,Out,2020,270
10863,Out,2020,271
10864,Questionable,2020,901
10865,Questionable,2020,902
10866,Questionable,2020,903
10867,Out,2020,272
10868,Out,2020,273
10869,Questionable,2020,904
10870,Out,2020,274
10871,Out,2020,275
10872,Out,2020,276
10873,Questionable,2020,905
10874,Questionable,2020,906
10875,Out,2020,277
10876,Questionable,2020,907
10877,Questionable,2020,908
10878,Questionable,2020,909
10879,Questionable,2020,910
10880,Questionable,2020,911
10881,Questionable,2020,912
10882,Questionable,2020,913
10883,Questionable,2020,914
10884,Questionable,2020,915
10885,Questionable,2020,916
10886,Questionable,2020,917
10887,Questionable,2020,918
10888,Out,2020,278
10889,Out,2020,279
10890,Out,2020,280
10891,Out,2020,281
10892,Out,2020,282
10893,Out,2020,283
10894,Out,2020,284
10895,Questionable,2020,919
10896,Questionable,2020,920
10897,Questionable,2020,921
10898,Questionable,2020,922
10899,Questionable,2020,923
10900,Questionable,2020,924
10901,Questionable,2020,925
10902,Questionable,2020,926
10903,Questionable,2020,927
10904,Questionable,2020,928
10905,Out,2020,285
10906,Questionable,2020,929
10907,Questionable,2020,930
10908,Questionable,2020,931
10909,Questionable,2020,932
10910,Questionable,2020,933
10911,Questionable,2020,934
10912,Questionable,2020,935
10913,Out,2020,286
10914,Out,2020,287
10915,Questionable,2020,936
10916,Out,2020,288
10917,Questionable,2020,937
10918,Questionable,2020,938
10919,Out,2020,289
10920,Questionable,2020,939
10921,Out,2020,290
10922,Questionable,2020,940
10923,Out,2020,291
10924,Questionable,2020,941
10925,Questionable,2020,942
10926,Questionable,2020,943
10927,Out,2020,292
10928,Questionable,2020,944
10929,Questionable,2020,945
10930,Questionable,2020,946
10931,Out,2020,293
10932,Out,2020,294
10933,Questionable,2020,947
10934,Out,2020,295
10935,Out,2020,296
10936,Out,2020,297
10937,Out,2020,298
10938,Out,2020,299
10939,Out,2020,300
10940,Questionable,2020,948
10941,Out,2020,301
10942,Questionable,2020,949
10943,Out,2020,302
10944,Questionable,2020,950
10945,Questionable,2020,951
10946,Questionable,2020,952
10947,Questionable,2020,953
10948,Questionable,2020,954
10949,Questionable,2020,955
10950,Questionable,2020,956
10951,Questionable,2020,957
10952,Questionable,2020,958
10953,Questionable,2020,959
10954,Questionable,2020,960
10955,Questionable,2020,961
10956,Out,2020,303
10957,Questionable,2020,962
10958,Out,2020,304
10959,Questionable,2020,963
10960,Out,2020,305
10961,Out,2020,306
10962,Out,2020,307
10963,Questionable,2020,964
10964,Questionable,2020,965
10965,Out,2020,308
10966,Out,2020,309
10967,Out,2020,310
10968,Questionable,2020,966
10969,Out,2020,311
10970,Out,2020,312
10971,Out,2020,313
10972,Out,2020,314
10973,Questionable,2020,967
10974,Questionable,2020,968
10975,Questionable,2020,969
10976,Questionable,2020,970
10977,Out,2020,315
10978,Questionable,2020,971
10979,Out,2020,316
10980,Out,2020,317
10981,Questionable,2020,972
10982,Out,2020,318
10983,Out,2020,319
10984,Out,2020,320
10985,Out,2020,321
10986,Questionable,2020,973
10987,Questionable,2020,974
10988,Out,2020,322
10989,Questionable,2020,975
10990,Questionable,2020,976
10991,Questionable,2020,977
10992,Questionable,2020,978
10993,Questionable,2020,979
10994,Questionable,2020,980
10995,Out,2020,323
10996,Out,2020,324
10997,Questionable,2020,981
10998,Questionable,2020,982
10999,Out,2020,325
11000,Questionable,2020,983
11001,Out,2020,326
11002,Out,2020,327
11003,Questionable,2020,984
11004,Out,2020,328
11005,Out,2020,329
11006,Out,2020,330
11007,Questionable,2020,985
11008,Questionable,2020,986
11009,Questionable,2020,987
11010,Out,2020,331
11011,Questionable,2020,988
11012,Questionable,2020,989
11013,Questionable,2020,990
11014,Questionable,2020,991
11015,Questionable,2020,992
11016,Out,2020,332
11017,Out,2020,333
11018,Out,2020,334
11019,Questionable,2020,993
11020,Questionable,2020,994
11021,Questionable,2020,995
11022,Questionable,2020,996
11023,Out,2020,335
11024,Out,2020,336
11025,Out,2020,337
11026,Out,2020,338
11027,Out,2020,339
11028,Out,2020,340
11029,Questionable,2020,997
11030,Questionable,2020,998
11031,Questionable,2020,999
11032,Out,2020,341
11033,Out,2020,342
11034,Questionable,2020,1000
11035,Questionable,2020,1001
11036,Questionable,2020,1002
11037,Questionable,2020,1003
11038,Questionable,2020,1004
11039,Questionable,2020,1005
11040,Questionable,2020,1006
11041,Questionable,2020,1007
11042,Questionable,2020,1008
11043,Questionable,2020,1009
11044,Out,2020,343
11045,Questionable,2020,1010
11046,Questionable,2020,1011
11047,Questionable,2020,1012
11048,Out,2020,344
11049,Questionable,2020,1013
11050,Questionable,2020,1014
11051,Questionable,2020,1015
11052,Questionable,2020,1016
11053,Questionable,2020,1017
11054,Questionable,2020,1018
11055,Questionable,2020,1019
11056,Questionable,2020,1020
11057,Questionable,2020,1021
11058,Questionable,2020,1022
11059,Questionable,2020,1023
11060,Out,2020,345
11061,Out,2020,346
11062,Out,2020,347
11063,Out,2020,348
11064,Out,2020,349
11065,Questionable,2020,1024
11066,Out,2020,350
11067,Questionable,2020,1025
11068,Out,2020,351
11069,Out,2020,352
11070,Out,2020,353
11071,Questionable,2020,1026
11072,Out,2020,354
11073,Questionable,2020,1027
11074,Out,2020,355
11075,Questionable,2020,1028
11076,Out,2020,356
11077,Questionable,2020,1029
11078,Questionable,2020,1030
11079,Questionable,2020,1031
11080,Out,2020,357
11081,Questionable,2020,1032
11082,Questionable,2020,1033
11083,Questionable,2020,1034
11084,Questionable,2020,1035
11085,Questionable,2020,1036
11086,Questionable,2020,1037
11087,Questionable,2020,1038
11088,Out,2020,358
11089,Questionable,2020,1039
11090,Questionable,2020,1040
11091,Questionable,2020,1041
11092,Questionable,2020,1042
11093,Questionable,2020,1043
11094,Out,2020,359
11095,Questionable,2020,1044
11096,Out,2020,360
11097,Out,2020,361
11098,Questionable,2020,1045
11099,Questionable,2020,1046
11100,Out,2020,362
11101,Questionable,2020,1047
11102,Questionable,2020,1048
11103,Questionable,2020,1049
11104,Out,2020,363
11105,Out,2020,364
11106,Questionable,2020,1050
11107,Questionable,2020,1051
11108,Questionable,2020,1052
11109,Questionable,2020,1053
11110,Out,2020,365
11111,Out,2020,366
11112,Questionable,2020,1054
11113,Out,2020,367
11114,Out,2020,368
11115,Out,2020,369
11116,Questionable,2020,1055
11117,Out,2020,370
11118,Out,2020,371
11119,Questionable,2020,1056
11120,Questionable,2020,1057
11121,Questionable,2020,1058
11122,Questionable,2020,1059
11123,Out,2020,372
11124,Out,2020,373
11125,Questionable,2020,1060
11126,Questionable,2020,1061
11127,Questionable,2020,1062
11128,Questionable,2020,1063
11129,Questionable,2020,1064
11130,Out,2020,374
11131,Questionable,2020,1065
11132,Out,2020,375
11133,Questionable,2020,1066
11134,Questionable,2020,1067
11135,Out,2020,376
11136,Questionable,2020,1068
11137,Out,2020,377
11138,Questionable,2020,1069
11139,Questionable,2020,1070
11140,Questionable,2020,1071
11141,Questionable,2020,1072
11142,Questionable,2020,1073
11143,Out,2020,378
11144,Out,2020,379
11145,Out,2020,380
11146,Out,2020,381
11147,Questionable,2020,1074
11148,Questionable,2020,1075
11149,Questionable,2020,1076
11150,Questionable,2020,1077
11151,Out,2020,382
11152,Out,2020,383
11153,Out,2020,384
11154,Questionable,2020,1078
11155,Out,2020,385
11156,Questionable,2020,1079
11157,Questionable,2020,1080
11158,Out,2020,386
11159,Questionable,2020,1081
11160,Questionable,2020,1082
11161,Questionable,2020,1083
11162,Questionable,2020,1084
11163,Out,2020,387
11164,Out,2020,388
11165,Out,2020,389
11166,Out,2020,390
11167,Out,2020,391
11168,Out,2020,392
11169,Out,2020,393
11170,Questionable,2020,1085
11171,Out,2020,394
11172,Out,2020,395
11173,Questionable,2020,1086
11174,Questionable,2020,1087
11175,Questionable,2020,1088
11176,Out,2020,396
11177,Out,2020,397
11178,Out,2020,398
11179,Questionable,2020,1089
11180,Out,2020,399
11181,Out,2020,400
11182,Out,2020,401
11183,Out,2020,402
11184,Questionable,2020,1090
11185,Out,2020,403
11186,Out,2020,404
11187,Questionable,2020,1091
11188,Out,2020,405
11189,Questionable,2020,1092
11190,Questionable,2020,1093
11191,Questionable,2020,1094
11192,Questionable,2020,1095
11193,Out,2020,406
11194,Questionable,2020,1096
11195,Out,2020,407
11196,Questionable,2020,1097
11197,Questionable,2020,1098
11198,Questionable,2020,1099
11199,Questionable,2020,1100
11200,Questionable,2020,1101
11201,Out,2020,408
11202,Out,2020,409
11203,Out,2020,410
11204,Questionable,2020,1102
11205,Out,2020,411
11206,Out,2020,412
11207,Questionable,2020,1103
11208,Out,2020,413
11209,Questionable,2020,1104
11210,Questionable,2020,1105
11211,Out,2020,414
11212,Questionable,2020,1106
11213,Out,2020,415
11214,Out,2020,416
11215,Out,2020,417
11216,Out,2020,418
11217,Out,2020,419
11218,Out,2020,420
11219,Questionable,2020,1107
11220,Questionable,2020,1108
11221,Questionable,2020,1109
11222,Out,2020,421
11223,Questionable,2020,1110
11224,Out,2020,422
11225,Out,2020,423
11226,Out,2020,424
11227,Out,2020,425
11228,Out,2020,426
11229,Questionable,2020,1111
11230,Out,2020,427
11231,Out,2020,428
11232,Out,2020,429
11233,Questionable,2020,1112
11234,Out,2020,430
11235,Out,2020,431
11236,Questionable,2020,1113
11237,Out,2020,432
11238,Questionable,2020,1114
11239,Out,2020,433
11240,Questionable,2020,1115
11241,Questionable,2020,1116
11242,Questionable,2020,1117
11243,Out,2020,434
11244,Out,2020,435
11245,Out,2020,436
11246,Questionable,2020,1118
11247,Out,2020,437
11248,Out,2020,438
11249,Out,2020,439
11250,Out,2020,440
11251,Out,2020,441
11252,Out,2020,442
11253,Questionable,2020,1119
11254,Questionable,2020,1120
11255,Out,2020,443
11256,Questionable,2020,1121
11257,Out,2020,444
11258,Questionable,2020,1122
11259,Questionable,2020,1123
11260,Questionable,2020,1124
11261,Questionable,2020,1125
11262,Questionable,2020,1126
11263,Questionable,2020,1127
11264,Questionable,2020,1128
11265,Questionable,2020,1129
11266,Out,2020,445
11267,Questionable,2020,1130
11268,Questionable,2020,1131
11269,Out,2020,446
11270,Questionable,2020,1132
11271,Questionable,2020,1133
11272,Out,2020,447
11273,Questionable,2020,1134
11274,Out,2020,448
11275,Out,2020,449
11276,Questionable,2020,1135
11277,Questionable,2020,1136
11278,Questionable,2020,1137
11279,Questionable,2020,1138
11280,Out,2020,450
11281,Questionable,2020,1139
11282,Questionable,2020,1140
11283,Questionable,2020,1141
11284,Questionable,2020,1142
11285,Questionable,2020,1143
11286,Questionable,2020,1144
11287,Questionable,2020,1145
11288,Questionable,2020,1146
11289,Questionable,2020,1147
11290,Out,2020,451
11291,Questionable,2020,1148
11292,Questionable,2020,1149
11293,Questionable,2020,1150
11294,Questionable,2020,1151
11295,Questionable,2020,1152
11296,Out,2020,452
11297,Questionable,2020,1153
11298,Questionable,2020,1154
11299,Questionable,2020,1155
11300,Questionable,2020,1156
11301,Out,2020,453
11302,Questionable,2020,1157
11303,Questionable,2020,1158
11304,Questionable,2020,1159
11305,Questionable,2020,1160
11306,Out,2020,454
11307,Questionable,2020,1161
11308,Out,2020,455
11309,Out,2020,456
11310,Out,2020,457
11311,Out,2020,458
11312,Out,2020,459
11313,Questionable,2020,1162
11314,Out,2020,460
11315,Out,2020,461
11316,Out,2020,462
11317,Questionable,2020,1163
11318,Questionable,2020,1164
11319,Out,2020,463
11320,Out,2020,464
11321,Questionable,2020,1165
11322,Questionable,2020,1166
11323,Out,2020,465
11324,Questionable,2020,1167
11325,Out,2020,466
11326,Questionable,2020,1168
11327,Questionable,2020,1169
11328,Questionable,2020,1170
11329,Out,2020,467
11330,Out,2020,468
11331,Questionable,2020,1171
11332,Questionable,2020,1172
11333,Questionable,2020,1173
11334,Out,2020,469
11335,Questionable,2020,1174
11336,Questionable,2020,1175
11337,Questionable,2020,1176
11338,Questionable,2020,1177
11339,Questionable,2020,1178
11340,Questionable,2020,1179
11341,Out,2020,470
11342,Questionable,2020,1180
11343,Questionable,2020,1181
11344,Questionable,2020,1182
11345,Questionable,2020,1183
11346,Questionable,2020,1184
11347,Out,2020,471
11348,Out,2020,472
11349,Out,2020,473
11350,Out,2020,474
11351,Out,2020,475
11352,Questionable,2020,1185
11353,Questionable,2020,1186
11354,Out,2020,476
11355,Out,2020,477
11356,Out,2020,478
11357,Questionable,2020,1187
11358,Out,2020,479
11359,Questionable,2020,1188
11360,Questionable,2020,1189
11361,Questionable,2020,1190
11362,Questionable,2020,1191
11363,Questionable,2020,1192
11364,Questionable,2020,1193
11365,Out,2020,480
11366,Questionable,2020,1194
11367,Out,2020,481
11368,Questionable,2020,1195
11369,Questionable,2020,1196
11370,Questionable,2020,1197
11371,Questionable,2020,1198
11372,Questionable,2020,1199
11373,Questionable,2020,1200
11374,Questionable,2020,1201
11375,Questionable,2020,1202
11376,Out,2020,482
11377,Out,2020,483
11378,Questionable,2020,1203
11379,Questionable,2020,1204
11380,Out,2020,484
11381,Questionable,2020,1205
11382,Out,2020,485
11383,Out,2020,486
11384,Questionable,2020,1206
11385,Questionable,2020,1207
11386,Questionable,2020,1208
11387,Questionable,2020,1209
11388,Questionable,2020,1210
11389,Out,2020,487
11390,Questionable,2020,1211
11391,Questionable,2020,1212
11392,Out,2020,488
11393,Questionable,2020,1213
11394,Out,2020,489
11395,Out,2020,490
11396,Out,2020,491
11397,Out,2020,492
11398,Out,2020,493
11399,Questionable,2020,1214
11400,Questionable,2020,1215
11401,Questionable,2020,1216
11402,Questionable,2020,1217
11403,Questionable,2020,1218
11404,Questionable,2020,1219
11405,Out,2020,494
11406,Out,2020,495
11407,Questionable,2020,1220
11408,Questionable,2020,1221
11409,Questionable,2020,1222
11410,Out,2020,496
11411,Out,2020,497
11412,Questionable,2020,1223
11413,Questionable,2020,1224
11414,Questionable,2020,1225
11415,Questionable,2020,1226
11416,Questionable,2020,1227
11417,Questionable,2020,1228
11418,Out,2020,498
11419,Questionable,2020,1229
11420,Out,2020,499
11421,Out,2020,500
11422,Questionable,2020,1230
11423,Out,2020,501
11424,Questionable,2020,1231
11425,Out,2020,502
11426,Questionable,2020,1232
11427,Questionable,2020,1233
11428,Questionable,2020,1234
11429,Questionable,2020,1235
11430,Questionable,2020,1236
11431,Questionable,2020,1237
11432,Questionable,2020,1238
11433,Questionable,2020,1239
11434,Questionable,2020,1240
11435,Questionable,2020,1241
11436,Questionable,2020,1242
11437,Questionable,2020,1243
11438,Questionable,2020,1244
11439,Questionable,2020,1245
11440,Questionable,2020,1246
11441,Questionable,2020,1247
11442,Questionable,2020,1248
11443,Questionable,2020,1249
11444,Questionable,2020,1250
11445,Questionable,2020,1251
11446,Questionable,2020,1252
11447,Questionable,2020,1253
11448,Out,2020,503
11449,Out,2020,504
11450,Questionable,2020,1254
11451,Out,2020,505
11452,Questionable,2020,1255
11453,Out,2020,506
11454,Questionable,2020,1256
11455,Questionable,2020,1257
11456,Out,2020,507
11457,Questionable,2021,494
11458,Questionable,2021,495
11459,Questionable,2021,496
11460,Questionable,2021,497
11461,Questionable,2021,498
11462,Questionable,2021,499
11463,Out,2021,1
11464,Questionable,2021,500
11465,Out,2021,2
11466,Questionable,2021,501
11467,Out,2021,3
11468,Out,2021,4
11469,Out,2021,5
11470,Out,2021,6
11471,Out,2021,7
11472,Questionable,2021,502
11473,Questionable,2021,503
11474,Out,2021,8
11475,Out,2021,9
11476,Questionable,2021,504
11477,Out,2021,10
11478,Out,2021,11
11479,Out,2021,12
11480,Questionable,2021,505
11481,Questionable,2021,506
11482,Questionable,2021,507
11483,Out,2021,13
11484,Questionable,2021,508
11485,Out,2021,14
11486,Out,2021,15
11487,Questionable,2021,509
11488,Questionable,2021,510
11489,Out,2021,16
11490,Questionable,2021,511
11491,Questionable,2021,512
11492,Out,2021,17
11493,Questionable,2021,513
11494,Out,2021,18
11495,Questionable,2021,514
11496,Out,2021,19
11497,Questionable,2021,515
11498,Questionable,2021,516
11499,Out,2021,20
11500,Questionable,2021,517
11501,Out,2021,21
11502,Questionable,2021,518
11503,Questionable,2021,519
11504,Questionable,2021,520
11505,Questionable,2021,521
11506,Questionable,2021,522
11507,Questionable,2021,523
11508,Out,2021,22
11509,Out,2021,23
11510,Questionable,2021,524
11511,Questionable,2021,525
11512,Questionable,2021,526
11513,Out,2021,24
11514,Questionable,2021,527
11515,Questionable,2021,528
11516,Questionable,2021,529
11517,Questionable,2021,530
11518,Out,2021,25
11519,Questionable,2021,531
11520,Out,2021,26
11521,Questionable,2021,532
11522,Questionable,2021,533
11523,Out,2021,27
11524,Questionable,2021,534
11525,Questionable,2021,535
11526,Out,2021,28
11527,Questionable,2021,536
11528,Questionable,2021,537
11529,Questionable,2021,538
11530,Questionable,2021,539
11531,Questionable,2021,540
11532,Questionable,2021,541
11533,Questionable,2021,542
11534,Out,2021,29
11535,Questionable,2021,543
11536,Questionable,2021,544
11537,Questionable,2021,545
11538,Questionable,2021,546
11539,Questionable,2021,547
11540,Questionable,2021,548
11541,Questionable,2021,549
11542,Questionable,2021,550
11543,Questionable,2021,551
11544,Questionable,2021,552
11545,Out,2021,30
11546,Out,2021,31
11547,Questionable,2021,553
11548,Out,2021,32
11549,Out,2021,33
11550,Out,2021,34
11551,Questionable,2021,554
11552,Questionable,2021,555
11553,Questionable,2021,556
11554,Out,2021,35
11555,Questionable,2021,557
11556,Questionable,2021,558
11557,Out,2021,36
11558,Out,2021,37
11559,Questionable,2021,559
11560,Out,2021,38
11561,Questionable,2021,560
11562,Questionable,2021,561
11563,Out,2021,39
11564,Out,2021,40
11565,Questionable,2021,562
11566,Questionable,2021,563
11567,Questionable,2021,564
11568,Questionable,2021,565
11569,Questionable,2021,566
11570,Questionable,2021,567
11571,Questionable,2021,568
11572,Out,2021,41
11573,Out,2021,42
11574,Questionable,2021,569
11575,Questionable,2021,570
11576,Questionable,2021,571
11577,Questionable,2021,572
11578,Out,2021,43
11579,Questionable,2021,573
11580,Questionable,2021,574
11581,Questionable,2021,575
11582,Out,2021,44
11583,Questionable,2021,576
11584,Questionable,2021,577
11585,Out,2021,45
11586,Questionable,2021,578
11587,Questionable,2021,579
11588,Questionable,2021,580
11589,Questionable,2021,581
11590,Questionable,2021,582
11591,Questionable,2021,583
11592,Out,2021,46
11593,Out,2021,47
11594,Questionable,2021,584
11595,Questionable,2021,585
11596,Out,2021,48
11597,Questionable,2021,586
11598,Questionable,2021,587
11599,Questionable,2021,588
11600,Out,2021,49
11601,Out,2021,50
11602,Out,2021,51
11603,Out,2021,52
11604,Questionable,2021,589
11605,Questionable,2021,590
11606,Questionable,2021,591
11607,Out,2021,53
11608,Questionable,2021,592
11609,Out,2021,54
11610,Questionable,2021,593
11611,Questionable,2021,594
11612,Out,2021,55
11613,Questionable,2021,595
11614,Questionable,2021,596
11615,Out,2021,56
11616,Out,2021,57
11617,Questionable,2021,597
11618,Questionable,2021,598
11619,Questionable,2021,599
11620,Questionable,2021,600
11621,Questionable,2021,601
11622,Questionable,2021,602
11623,Questionable,2021,603
11624,Out,2021,58
11625,Questionable,2021,604
11626,Questionable,2021,605
11627,Questionable,2021,606
11628,Out,2021,59
11629,Out,2021,60
11630,Questionable,2021,607
11631,Out,2021,61
11632,Out,2021,62
11633,Out,2021,63
11634,Out,2021,64
11635,Questionable,2021,608
11636,Questionable,2021,609
11637,Out,2021,65
11638,Questionable,2021,610
11639,Out,2021,66
11640,Questionable,2021,611
11641,Questionable,2021,612
11642,Out,2021,67
11643,Questionable,2021,613
11644,Questionable,2021,614
11645,Out,2021,68
11646,Questionable,2021,615
11647,Questionable,2021,616
11648,Questionable,2021,617
11649,Questionable,2021,618
11650,Questionable,2021,619
11651,Questionable,2021,620
11652,Questionable,2021,621
11653,Questionable,2021,622
11654,Questionable,2021,623
11655,Questionable,2021,624
11656,Questionable,2021,625
11657,Out,2021,69
11658,Questionable,2021,626
11659,Questionable,2021,627
11660,Questionable,2021,628
11661,Out,2021,70
11662,Questionable,2021,629
11663,Out,2021,71
11664,Questionable,2021,630
11665,Questionable,2021,631
11666,Out,2021,72
11667,Out,2021,73
11668,Out,2021,74
11669,Questionable,2021,632
11670,Out,2021,75
11671,Questionable,2021,633
11672,Out,2021,76
11673,Out,2021,77
11674,Out,2021,78
11675,Questionable,2021,634
11676,Questionable,2021,635
11677,Questionable,2021,636
11678,Out,2021,79
11679,Out,2021,80
11680,Out,2021,81
11681,Questionable,2021,637
11682,Questionable,2021,638
11683,Questionable,2021,639
11684,Out,2021,82
11685,Questionable,2021,640
11686,Questionable,2021,641
11687,Out,2021,83
11688,Questionable,2021,642
11689,Questionable,2021,643
11690,Questionable,2021,644
11691,Questionable,2021,645
11692,Out,2021,84
11693,Questionable,2021,646
11694,Questionable,2021,647
11695,Questionable,2021,648
11696,Questionable,2021,649
11697,Questionable,2021,650
11698,Questionable,2021,651
11699,Out,2021,85
11700,Out,2021,86
11701,Questionable,2021,652
11702,Questionable,2021,653
11703,Out,2021,87
11704,Out,2021,88
11705,Out,2021,89
11706,Questionable,2021,654
11707,Questionable,2021,655
11708,Out,2021,90
11709,Questionable,2021,656
11710,Questionable,2021,657
11711,Out,2021,91
11712,Questionable,2021,658
11713,Questionable,2021,659
11714,Questionable,2021,660
11715,Questionable,2021,661
11716,Questionable,2021,662
11717,Questionable,2021,663
11718,Questionable,2021,664
11719,Questionable,2021,665
11720,Questionable,2021,666
11721,Questionable,2021,667
11722,Questionable,2021,668
11723,Questionable,2021,669
11724,Questionable,2021,670
11725,Out,2021,92
11726,Questionable,2021,671
11727,Out,2021,93
11728,Questionable,2021,672
11729,Out,2021,94
11730,Questionable,2021,673
11731,Questionable,2021,674
11732,Questionable,2021,675
11733,Questionable,2021,676
11734,Questionable,2021,677
11735,Questionable,2021,678
11736,Out,2021,95
11737,Out,2021,96
11738,Out,2021,97
11739,Out,2021,98
11740,Questionable,2021,679
11741,Questionable,2021,680
11742,Questionable,2021,681
11743,Out,2021,99
11744,Out,2021,100
11745,Out,2021,101
11746,Out,2021,102
11747,Out,2021,103
11748,Questionable,2021,682
11749,Questionable,2021,683
11750,Questionable,2021,684
11751,Out,2021,104
11752,Out,2021,105
11753,Questionable,2021,685
11754,Questionable,2021,686
11755,Out,2021,106
11756,Questionable,2021,687
11757,Out,2021,107
11758,Out,2021,108
11759,Out,2021,109
11760,Questionable,2021,688
11761,Out,2021,110
11762,Out,2021,111
11763,Questionable,2021,689
11764,Questionable,2021,690
11765,Out,2021,112
11766,Out,2021,113
11767,Questionable,2021,691
11768,Questionable,2021,692
11769,Out,2021,114
11770,Out,2021,115
11771,Questionable,2021,693
11772,Questionable,2021,694
11773,Out,2021,116
11774,Out,2021,117
11775,Out,2021,118
11776,Out,2021,119
11777,Out,2021,120
11778,Out,2021,121
11779,Out,2021,122
11780,Questionable,2021,695
11781,Questionable,2021,696
11782,Out,2021,123
11783,Out,2021,124
11784,Out,2021,125
11785,Questionable,2021,697
11786,Questionable,2021,698
11787,Out,2021,126
11788,Out,2021,127
11789,Out,2021,128
11790,Questionable,2021,699
11791,Questionable,2021,700
11792,Out,2021,129
11793,Out,2021,130
11794,Out,2021,131
11795,Out,2021,132
11796,Out,2021,133
11797,Questionable,2021,701
11798,Questionable,2021,702
11799,Questionable,2021,703
11800,Questionable,2021,704
11801,Questionable,2021,705
11802,Questionable,2021,706
11803,Questionable,2021,707
11804,Out,2021,134
11805,Out,2021,135
11806,Questionable,2021,708
11807,Out,2021,136
11808,Out,2021,137
11809,Questionable,2021,709
11810,Out,2021,138
11811,Out,2021,139
11812,Questionable,2021,710
11813,Questionable,2021,711
11814,Out,2021,140
11815,Out,2021,141
11816,Questionable,2021,712
11817,Questionable,2021,713
11818,Questionable,2021,714
11819,Out,2021,142
11820,Out,2021,143
11821,Questionable,2021,715
11822,Out,2021,144
11823,Out,2021,145
11824,Questionable,2021,716
11825,Out,2021,146
11826,Questionable,2021,717
11827,Out,2021,147
11828,Out,2021,148
11829,Questionable,2021,718
11830,Out,2021,149
11831,Questionable,2021,719
11832,Out,2021,150
11833,Out,2021,151
11834,Out,2021,152
11835,Out,2021,153
11836,Out,2021,154
11837,Out,2021,155
11838,Out,2021,156
11839,Out,2021,157
11840,Out,2021,158
11841,Questionable,2021,720
11842,Questionable,2021,721
11843,Out,2021,159
11844,Out,2021,160
11845,Questionable,2021,722
11846,Out,2021,161
11847,Questionable,2021,723
11848,Out,2021,162
11849,Questionable,2021,724
11850,Questionable,2021,725
11851,Questionable,2021,726
11852,Questionable,2021,727
11853,Out,2021,163
11854,Questionable,2021,728
11855,Questionable,2021,729
11856,Questionable,2021,730
11857,Out,2021,164
11858,Questionable,2021,731
11859,Questionable,2021,732
11860,Questionable,2021,733
11861,Questionable,2021,734
11862,Questionable,2021,735
11863,Questionable,2021,736
11864,Out,2021,165
11865,Questionable,2021,737
11866,Out,2021,166
11867,Questionable,2021,738
11868,Questionable,2021,739
11869,Questionable,2021,740
11870,Out,2021,167
11871,Questionable,2021,741
11872,Out,2021,168
11873,Out,2021,169
11874,Out,2021,170
11875,Questionable,2021,742
11876,Questionable,2021,743
11877,Questionable,2021,744
11878,Out,2021,171
11879,Questionable,2021,745
11880,Questionable,2021,746
11881,Questionable,2021,747
11882,Questionable,2021,748
11883,Questionable,2021,749
11884,Questionable,2021,750
11885,Out,2021,172
11886,Questionable,2021,751
11887,Questionable,2021,752
11888,Questionable,2021,753
11889,Out,2021,173
11890,Questionable,2021,754
11891,Out,2021,174
11892,Questionable,2021,755
11893,Questionable,2021,756
11894,Questionable,2021,757
11895,Questionable,2021,758
11896,Questionable,2021,759
11897,Out,2021,175
11898,Questionable,2021,760
11899,Out,2021,176
11900,Questionable,2021,761
11901,Questionable,2021,762
11902,Questionable,2021,763
11903,Questionable,2021,764
11904,Questionable,2021,765
11905,Questionable,2021,766
11906,Questionable,2021,767
11907,Questionable,2021,768
11908,Out,2021,177
11909,Questionable,2021,769
11910,Questionable,2021,770
11911,Questionable,2021,771
11912,Questionable,2021,772
11913,Out,2021,178
11914,Questionable,2021,773
11915,Questionable,2021,774
11916,Out,2021,179
11917,Questionable,2021,775
11918,Out,2021,180
11919,Questionable,2021,776
11920,Out,2021,181
11921,Out,2021,182
11922,Questionable,2021,777
11923,Questionable,2021,778
11924,Out,2021,183
11925,Out,2021,184
11926,Out,2021,185
11927,Out,2021,186
11928,Questionable,2021,779
11929,Questionable,2021,780
11930,Out,2021,187
11931,Questionable,2021,781
11932,Questionable,2021,782
